"车牌号","出租车公司","车型","设备编号","运营开始时间","运营结束时间","方向","GPS经度","GPS纬度","速度","GPS时间","运营状态"
"鲁HT**81","华通","悦动","64625128611","2004-05-12 00:00:00.0","2020-11-11 00:00:00.0","113","116.581073","35.455743","0.0","2022-06-01 00:02:23.0","空车"
"HDY**01","交运","比亚迪秦","64625129059","2003-11-13 00:00:00.0","2020-05-12 00:00:00.0","25","116.579148","35.418421","0.0","2022-06-01 00:02:23.0","空车"
"鲁HT**91","华中","铃木启悦","64625129293","2016-10-11 00:00:00.0","1900-01-01 00:00:00.0","137","116.571735","35.496081","0.0","2022-06-01 00:02:23.0","空车"
"鲁HT**26","汇通","伊兰特","64625128946","2015-11-13 00:00:00.0","2021-11-12 00:00:00.0","291","116.557465","35.416203","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**68","交运","新桑塔纳","64625128048","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","43","116.559381","35.400673","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**61","交运","新捷达","64625127979","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","21","116.596885","35.40918","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**67","联运","新捷达","64625128693","2016-03-03 00:00:00.0","2022-03-02 00:00:00.0","174","116.579145","35.39826","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**26","北城","新捷达","64625129268","2004-05-01 00:00:00.0","2020-01-01 00:00:00.0","256","116.598775","35.383363","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**88","交运","新捷达","64625127980","2004-04-01 00:00:00.0","2020-10-29 00:00:00.0","203","116.62483","35.447688","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**69","华通","新捷达","64625128586","2005-04-27 00:00:00.0","2021-10-26 00:00:00.0","64","116.58262","35.406951","31.5","2022-06-01 00:02:24.0","空车"
"鲁HT**69","联运","新捷达","64625128913","2016-09-30 00:00:00.0","2022-05-08 00:00:00.0","306","116.61201","35.419028","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**90","联运","新桑塔纳","64625128808","2016-11-28 00:00:00.0","2016-11-28 00:00:00.0","340","116.624301","35.45123","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**78","交运","伊兰特","64625127794","1900-01-01 00:00:00.0","2024-07-01 00:00:00.0","140","116.571643","35.434253","0.0","2022-06-01 00:02:24.0","空车"
"鲁HT**57","新交运","新桑塔纳","64625129019","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","358","116.590721","35.422646","47.9","2022-06-01 00:02:25.0","载客"
"鲁HT**58","北城","新桑塔纳","64625128739","2016-06-02 00:00:00.0","2022-06-01 00:00:00.0","111","116.610241","35.396298","0.0","2022-06-01 00:02:25.0","空车"
"鲁HT**71","新交运","比亚迪秦","64625129317","2016-11-19 00:00:00.0","2016-11-19 00:00:00.0","173","116.594921","35.406341","7.5","2022-06-01 00:02:25.0","空车"
"鲁HT**96","华通","伊兰特","64625129069","1900-01-01 00:00:00.0","1900-01-01 00:00:00.0","250","116.621921","35.448126","0.0","2022-06-01 00:02:25.0","空车"
"鲁HT**63","交运","伊兰特","00076573447","2016-07-22 00:00:00.0","2016-10-29 00:00:00.0","203","116.545463","35.514606","0.0","2022-06-01 00:02:25.0","空车"
"鲁HT**90","交运","新悦动","64625129033","2002-09-24 00:00:00.0","2018-09-23 00:00:00.0","299","116.571765","35.413856","0.0","2022-06-01 00:02:25.0","空车"
"鲁HT**11","新交运","新捷达","00013675374","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","344","116.5917","35.409231","0.0","2022-06-01 00:02:25.0","载客"
"鲁HT**86","交运","悦动","64625127795","1900-01-01 00:00:00.0","2017-03-21 00:00:00.0","165","116.487583","35.309346","0.0","2022-06-01 00:02:25.0","空车"
"鲁HT**68","北城","伊兰特","64625128635","2016-08-02 00:00:00.0","1900-01-01 00:00:00.0","285","116.570193","35.401831","0.0","2022-06-01 00:02:25.0","空车"
"鲁HT**32","交运","伊兰特","64625127954","2016-10-27 00:00:00.0","2016-10-27 00:00:00.0","243","116.598568","35.408035","0.0","2022-06-01 00:02:25.0","空车"
"HDT**62","新交运","比亚迪秦","64625129007","2016-11-19 00:00:00.0","2016-11-19 00:00:00.0","180","116.618178","35.413095","17.8","2022-06-01 00:02:26.0","载客"
"鲁HT**88","联运","伊兰特","64625128085","2017-07-11 00:00:00.0","2020-12-28 00:00:00.0","210","116.552686","35.421741","0.0","2022-06-01 00:02:26.0","空车"
"鲁HT**20","交运","新捷达","64625128238","2003-05-28 00:00:00.0","2020-11-27 00:00:00.0","181","116.568935","35.41879","25.3","2022-06-01 00:02:26.0","空车"
"鲁HT**91","新交运","新桑塔纳","64625129012","2016-11-19 00:00:00.0","2016-11-19 00:00:00.0","247","116.560621","35.386971","0.0","2022-06-01 00:02:26.0","空车"
"鲁HT**82","众鑫","新捷达","64625128690","2016-11-14 00:00:00.0","2016-11-14 00:00:00.0","82","116.542671","35.440306","36.9","2022-06-01 00:02:26.0","空车"
"鲁HT**35","北城","伊兰特","64625128232","2016-08-09 00:00:00.0","1900-01-01 00:00:00.0","274","116.554421","35.416691","37.4","2022-06-01 00:02:26.0","空车"
"鲁HT**66","交运","悦动","64625127801","2001-01-09 00:00:00.0","2019-01-08 00:00:00.0","159","116.64572","35.432931","0.0","2022-06-01 00:02:26.0","空车"
"鲁HT**26","交运","新捷达","64625127814","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","270","116.561663","35.401885","0.0","2022-06-01 00:02:26.0","空车"
"HDH**52","新交运","比亚迪秦","64625128855","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","23","116.596966","35.387625","0.0","2022-06-01 00:02:26.0","空车"
"鲁HT**29","交运","新捷达","64625127830","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","51","116.577225","35.384565","0.0","2022-06-01 00:02:27.0","空车"
"鲁HT**88","交运","新桑塔纳","64625127854","2004-04-23 00:00:00.0","2020-10-22 00:00:00.0","7","116.610265","35.396481","29.0","2022-06-01 00:02:27.0","空车"
"鲁HT**67","汇通","悦动","64625128712","2004-05-17 00:00:00.0","2020-11-16 00:00:00.0","357","116.559883","35.406996","50.0","2022-06-01 00:02:27.0","载客"
"鲁HT**39","富达","悦动","64625128119","2004-07-23 00:00:00.0","2022-01-22 00:00:00.0","106","116.60193","35.439928","0.0","2022-06-01 00:02:27.0","空车"
"鲁HT**44","交运","新捷达","64625128967","2003-11-01 00:00:00.0","2020-05-01 00:00:00.0","49","116.56373","35.402415","0.0","2022-06-01 00:02:27.0","空车"
"鲁HT**96","富达","新捷达","64625128525","2003-05-26 00:00:00.0","2020-05-25 00:00:00.0","0","116.559901","35.408011","43.3","2022-06-01 00:02:27.0","空车"
"鲁HT**28","富达","悦动","00029898977","2016-10-17 00:00:00.0","1900-01-01 00:00:00.0","358","116.602545","35.421918","46.5","2022-06-01 00:02:27.0","载客"
"鲁HT**31","华中","新捷达","64625129247","2016-09-02 00:00:00.0","1900-01-01 00:00:00.0","328","116.448986","35.738231","0.0","2022-06-01 00:02:27.0","空车"
"鲁HT**61","富达","悦动","64625128778","2004-05-27 00:00:00.0","2020-11-26 00:00:00.0","180","116.57537","35.450298","57.0","2022-06-01 00:02:27.0","空车"
"鲁HT**58","北城","新捷达","64625128786","2004-03-18 00:00:00.0","2020-10-17 00:00:00.0","2","116.681696","35.412833","10.6","2022-06-01 00:02:27.0","空车"
"鲁HT**96","众鑫","新捷达","64625128819","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","116","116.768723","35.357931","0.0","2022-06-01 00:02:27.0","空车"
"鲁HT**96","新交运","奇瑞","64625128579","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","308","116.555515","35.404753","0.0","2022-06-01 00:02:28.0","空车"
"鲁HT**46","联运","悦动","00013957037","2016-08-02 00:00:00.0","1900-01-01 00:00:00.0","186","116.505508","35.411566","22.7","2022-06-01 00:02:28.0","载客"
"鲁HT**17","交运","新捷达","64625128833","2016-07-04 00:00:00.0","1900-01-01 00:00:00.0","157","116.54594","35.376451","0.0","2022-06-01 00:02:28.0","空车"
"鲁HT**41","北城","新捷达","64625128683","2004-01-12 00:00:00.0","2021-01-11 00:00:00.0","180","116.553705","35.425775","0.0","2022-06-01 00:02:28.0","空车"
"鲁HT**91","交运","新悦动","00013957038","2003-05-28 00:00:00.0","2020-05-27 00:00:00.0","44","116.556175","35.419706","0.0","2022-06-01 00:02:28.0","空车"
"鲁HT**68","交运","新捷达","64625129182","2003-07-11 00:00:00.0","2019-01-10 00:00:00.0","358","116.55361","35.414425","0.0","2022-06-01 00:02:28.0","空车"
"鲁HT**19","新交运","新桑塔纳","64625128841","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","178","116.552505","35.422605","22.1","2022-06-01 00:02:28.0","空车"
"鲁HT**78","华通","新捷达","64625128533","2004-04-27 00:00:00.0","2020-10-26 00:00:00.0","166","116.69619","35.417906","0.0","2022-06-01 00:02:28.0","空车"
"鲁HT**46","富达","新捷达","64625128035","2001-01-30 00:00:00.0","2019-01-29 00:00:00.0","103","116.559696","35.390231","24.5","2022-06-01 00:02:29.0","空车"
"鲁HT**36","联运","伊兰特","64625128262","2016-05-13 00:00:00.0","2022-05-12 00:00:00.0","186","116.570703","35.394368","0.0","2022-06-01 00:02:29.0","空车"
"鲁HT**66","华通","新捷达","00085216165","2004-12-01 00:00:00.0","2021-01-01 00:00:00.0","276","116.573081","35.404398","0.0","2022-06-01 00:02:29.0","空车"
"鲁HT**95","交运","悦动","64626877214","2004-04-05 00:00:00.0","2021-10-04 00:00:00.0","153","116.55823","35.378628","0.0","2022-06-01 00:02:29.0","空车"
"鲁HT**65","新交运","新捷达","64625129167","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","88","116.598446","35.407793","0.0","2022-06-01 00:02:29.0","空车"
"鲁HT**58","华通","新捷达","64625128503","2004-02-26 00:00:00.0","2020-08-25 00:00:00.0","277","116.568078","35.415533","31.6","2022-06-01 00:02:29.0","空车"
"鲁HT**15","汇通","新捷达","64625128723","2016-09-23 00:00:00.0","1900-01-01 00:00:00.0","169","116.613705","35.399298","0.0","2022-06-01 00:02:29.0","空车"
"鲁HT**39","富达","新桑塔纳","64625128270","2003-05-01 00:00:00.0","2020-11-01 00:00:00.0","90","116.581436","35.39768","37.7","2022-06-01 00:02:30.0","空车"
"鲁HT**48","华中","伊兰特","64625129243","2016-06-02 00:00:00.0","2022-06-01 00:00:00.0","277","116.562426","35.402861","0.0","2022-06-01 00:02:30.0","空车"
"鲁HT**39","新交运","新桑塔纳","64625129004","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","270","116.583258","35.357741","44.1","2022-06-01 00:02:30.0","空车"
"鲁HT**67","华通","悦动","64625128331","2004-04-01 00:00:00.0","2020-10-23 00:00:00.0","65","116.5754","35.432383","0.0","2022-06-01 00:02:30.0","空车"
"HDH**63","新交运","比亚迪秦","64625129000","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","281","116.548851","35.400383","0.0","2022-06-01 00:02:30.0","载客"
"鲁HT**82","华通","新捷达","64625128040","2004-01-19 00:00:00.0","2020-07-18 00:00:00.0","162","116.571208","35.402678","0.0","2022-06-01 00:02:30.0","空车"
"鲁HT**68","北城","伊兰特","64625128738","2016-06-08 00:00:00.0","2022-06-07 00:00:00.0","170","116.64158","35.422373","0.0","2022-06-01 00:02:30.0","空车"
"鲁HT**27","新交运","新桑塔纳","64625128334","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","65","116.590648","35.392556","57.6","2022-06-01 00:02:31.0","载客"
"鲁HT**62","交运","老捷达","64625127832","2003-11-01 00:00:00.0","2020-11-01 00:00:00.0","355","116.597938","35.389663","0.0","2022-06-01 00:02:31.0","空车"
"鲁HT**05","众鑫","铃木启悦","64625128768","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","259","116.511738","35.566948","0.0","2022-06-01 00:02:31.0","空车"
"HDD**37","新交运","比亚迪秦","64625128703","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","63","116.606371","35.421186","0.0","2022-06-01 00:02:31.0","空车"
"鲁HT**68","交运","新桑塔纳","64625127789","2016-10-20 00:00:00.0","2016-10-20 00:00:00.0","179","116.58489","35.399463","42.6","2022-06-01 00:02:31.0","空车"
"HDN**82","交运","比亚迪秦","64625128140","2016-03-21 00:00:00.0","2022-03-20 00:00:00.0","268","116.616286","35.402113","0.0","2022-06-01 00:02:31.0","空车"
"鲁HT**66","交运","新捷达","64625127825","2004-10-06 00:00:00.0","2020-10-06 00:00:00.0","54","116.605795","35.419673","0.0","2022-06-01 00:02:31.0","空车"
"鲁HT**21","联运","新捷达","64625127898","2004-01-13 00:00:00.0","2020-07-12 00:00:00.0","8","116.581673","35.43567","0.0","2022-06-01 00:02:31.0","空车"
"鲁HT**33","富达","新悦动","64625128982","2004-04-28 00:00:00.0","2021-04-27 00:00:00.0","359","116.623428","35.413041","0.0","2022-06-01 00:02:32.0","载客"
"鲁HT**38","联运","新桑塔纳","64625127940","2003-12-15 00:00:00.0","2020-06-14 00:00:00.0","266","116.618851","35.41616","18.7","2022-06-01 00:02:32.0","空车"
"鲁HT**97","北城","新桑塔纳","64625129083","2016-08-11 00:00:00.0","1900-01-01 00:00:00.0","144","116.640485","35.436856","0.0","2022-06-01 00:02:32.0","空车"
"鲁HT**10","富达","伊兰特","64625127992","2017-06-02 00:00:00.0","2017-06-02 00:00:00.0","277","116.620011","35.411973","0.0","2022-06-01 00:02:32.0","空车"
"鲁HT**61","华中","新捷达","64625129111","2016-10-17 00:00:00.0","1900-01-01 00:00:00.0","22","116.601811","35.401303","0.0","2022-06-01 00:02:32.0","空车"
"鲁HT**12","交运","新桑塔纳","64625128904","2016-06-08 00:00:00.0","2022-06-07 00:00:00.0","24","116.598771","35.383166","0.0","2022-06-01 00:02:32.0","空车"
"鲁HT**77","富达","悦动","64625128042","2016-07-05 00:00:00.0","1900-01-01 00:00:00.0","265","116.68049","35.350961","0.0","2022-06-01 00:02:32.0","空车"
"鲁HT**25","交运","新捷达","64625127953","2016-06-13 00:00:00.0","2022-06-12 00:00:00.0","23","116.597921","35.402888","12.9","2022-06-01 00:02:32.0","空车"
"鲁HT**51","富达","悦动","64625128082","2003-10-01 00:00:00.0","2020-10-01 00:00:00.0","78","116.60261","35.415561","0.0","2022-06-01 00:02:32.0","空车"
"鲁HT**88","交运","老捷达","64625129164","2004-03-15 00:00:00.0","2021-09-14 00:00:00.0","179","116.602483","35.417623","48.3","2022-06-01 00:02:32.0","载客"
"鲁HT**58","北城","新捷达","64625128760","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","12","116.510148","35.407795","0.0","2022-06-01 00:02:32.0","空车"
"鲁HT**72","北城","老捷达","64625129264","2004-04-30 00:00:00.0","2020-10-30 00:00:00.0","360","116.575908","35.417073","43.2","2022-06-01 00:02:33.0","空车"
"鲁HT**16","交运","新桑塔纳","64625128100","2005-06-01 00:00:00.0","2021-06-01 00:00:00.0","280","116.57486","35.385668","0.0","2022-06-01 00:02:33.0","空车"
"HDN**53","新交运","比亚迪秦","64625128843","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","87","116.59839","35.410751","0.0","2022-06-01 00:02:33.0","空车"
"鲁HT**70","北城","新捷达","64625128826","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","125","116.548943","35.420125","0.0","2022-06-01 00:02:33.0","空车"
"鲁HT**83","新交运","新捷达","64625128907","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","87","116.560871","35.416206","0.0","2022-06-01 00:02:33.0","空车"
"鲁HT**99","北城","新捷达","64625129124","2016-08-01 00:00:00.0","1900-01-01 00:00:00.0","172","116.57544","35.40855","0.0","2022-06-01 00:02:33.0","空车"
"鲁HT**51","新交运","新捷达","64625128881","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","3","116.597578","35.379496","0.0","2022-06-01 00:02:33.0","空车"
"鲁HT**17","新交运","新桑塔纳","64625128219","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","301","116.608785","35.414131","0.0","2022-06-01 00:02:33.0","空车"
"HDH**58","新交运","比亚迪秦","64625129159","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","6","116.569008","35.420955","18.1","2022-06-01 00:02:33.0","空车"
"鲁HT**58","联运","悦动","64625129169","2004-04-05 00:00:00.0","2016-11-04 00:00:00.0","276","116.571211","35.408703","0.0","2022-06-01 00:02:33.0","空车"
"鲁HT**99","交运","新捷达","64625127985","2003-11-05 00:00:00.0","2020-05-04 00:00:00.0","271","116.611193","35.42101","10.6","2022-06-01 00:02:34.0","载客"
"鲁HT**93","众鑫","新捷达","00013957032","2016-11-14 00:00:00.0","2016-11-14 00:00:00.0","5","116.612725","35.3733","49.3","2022-06-01 00:02:34.0","载客"
"鲁HT**79","交运","伊兰特","64625128697","2016-06-06 00:00:00.0","2022-06-05 00:00:00.0","152","116.484415","35.704375","12.6","2022-06-01 00:02:34.0","空车"
"鲁HT**71","联运","新捷达","64625128241","2016-03-25 00:00:00.0","2022-03-24 00:00:00.0","8","116.61117","35.4426","11.2","2022-06-01 00:02:34.0","空车"
"HDX**63","众鑫","东风风神","64625129157","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","45","116.666546","35.395045","0.0","2022-06-01 00:02:34.0","空车"
"鲁HT**66","联运","伊兰特","64625128642","2016-06-20 00:00:00.0","2022-06-19 00:00:00.0","27","116.550173","35.422251","0.0","2022-06-01 00:02:34.0","空车"
"鲁HT**66","北城","伊兰特","64625129116","2016-07-22 00:00:00.0","1900-01-01 00:00:00.0","342","116.580943","35.428633","0.0","2022-06-01 00:02:34.0","空车"
"鲁HT**11","北城","悦动","64625128765","2016-09-29 00:00:00.0","1900-01-01 00:00:00.0","357","116.591143","35.41224","27.8","2022-06-01 00:02:35.0","空车"
"鲁HT**90","北城","新桑塔纳","64625129149","2004-04-16 00:00:00.0","2020-10-15 00:00:00.0","48","116.56667","35.38333","0.0","2022-06-01 00:02:35.0","空车"
"鲁HT**83","联运","新桑塔纳","64625128186","2004-01-07 00:00:00.0","2020-07-06 00:00:00.0","10","116.607115","35.523536","0.0","2022-06-01 00:02:35.0","空车"
"鲁HT**66","华中","老捷达","64625129236","2004-04-26 00:00:00.0","2020-08-25 00:00:00.0","123","116.589763","35.390993","0.0","2022-06-01 00:02:35.0","空车"
"鲁HT**99","联运","悦动","64625128449","2003-05-26 00:00:00.0","2019-11-25 00:00:00.0","24","116.57068","35.401783","29.1","2022-06-01 00:02:35.0","载客"
"鲁HT**20","联运","新捷达","64625128146","2001-01-09 00:00:00.0","2021-05-08 00:00:00.0","177","116.575446","35.408881","41.5","2022-06-01 00:02:35.0","载客"
"HDT**91","新交运","比亚迪秦","64625128790","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","360","116.681651","35.41257","0.0","2022-06-01 00:02:35.0","空车"
"鲁HT**12","富达","悦动","64625127934","2003-12-31 00:00:00.0","2020-06-30 00:00:00.0","270","116.555821","35.420526","53.9","2022-06-01 00:02:35.0","载客"
"鲁HT**96","富达","伊兰特","64625128485","2016-08-04 00:00:00.0","2016-11-05 00:00:00.0","169","116.735266","35.372653","0.0","2022-06-01 00:02:35.0","空车"
"鲁HT**86","联运","新捷达","64625128647","2001-01-08 00:00:00.0","2019-01-07 00:00:00.0","85","116.569636","35.428951","0.0","2022-06-01 00:02:36.0","空车"
"鲁HT**86","众鑫","新捷达","00056990576","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","102","116.707271","35.456331","0.0","2022-06-01 00:02:36.0","空车"
"鲁HT**83","北城","伊兰特","64625128084","2016-08-11 00:00:00.0","1900-01-01 00:00:00.0","17","116.560636","35.398303","0.0","2022-06-01 00:02:36.0","空车"
"鲁HT**73","众鑫","新捷达","64625128994","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","4","116.602481","35.420658","0.0","2022-06-01 00:02:36.0","空车"
"HDW**16","众鑫","比亚迪秦","64625128089","2016-11-14 00:00:00.0","2016-11-14 00:00:00.0","86","116.60491","35.364571","16.6","2022-06-01 00:02:36.0","空车"
"鲁HT**56","联运","老捷达","64625128911","2003-10-01 00:00:00.0","2020-04-01 00:00:00.0","99","116.573298","35.435663","0.0","2022-06-01 00:02:36.0","空车"
"鲁HT**59","交运","新捷达","64625128602","2004-07-09 00:00:00.0","2021-07-08 00:00:00.0","3","116.581471","35.404563","0.0","2022-06-01 00:02:36.0","空车"
"鲁HT**99","华通","新悦动","64625128078","2003-06-19 00:00:00.0","2020-12-18 00:00:00.0","1","116.5686","35.4136","31.1","2022-06-01 00:02:36.0","空车"
"鲁HT**29","华中","悦动","00056990571","2016-12-09 00:00:00.0","2016-12-09 00:00:00.0","354","116.581466","35.404696","0.0","2022-06-01 00:02:36.0","空车"
"鲁HT**57","汇通","新捷达","64625128578","2016-06-15 00:00:00.0","2022-06-14 00:00:00.0","0","116.58348","35.430318","36.2","2022-06-01 00:02:37.0","空车"
"鲁HT**06","华通","新捷达","64625128663","2016-05-11 00:00:00.0","2022-05-10 00:00:00.0","303","116.572376","35.38493","0.0","2022-06-01 00:02:37.0","空车"
"鲁HT**73","交运","伊兰特","64625129062","2016-05-13 00:00:00.0","2022-05-12 00:00:00.0","61","116.580968","35.392843","0.0","2022-06-01 00:02:37.0","空车"
"鲁HT**79","北城","伊兰特","64625128737","2004-01-12 00:00:00.0","2021-01-11 00:00:00.0","171","116.61839","35.399223","0.0","2022-06-01 00:02:37.0","空车"
"HDT**32","众鑫","比亚迪秦","64625128966","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","311","116.552501","35.420446","22.8","2022-06-01 00:02:37.0","空车"
"鲁HT**46","交运","新捷达","64625129053","2004-04-16 00:00:00.0","2020-10-15 00:00:00.0","151","116.623256","35.41615","26.9","2022-06-01 00:02:37.0","空车"
"鲁HT**99","富达","伊兰特","64625128187","2016-04-05 00:00:00.0","2022-04-04 00:00:00.0","274","116.580921","35.364446","0.0","2022-06-01 00:02:37.0","载客"
"鲁HT**58","新交运","新捷达","64625129158","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","151","116.652013","35.424361","0.0","2022-06-01 00:02:37.0","载客"
"鲁HT**77","华通","悦动","64625128669","2004-02-23 00:00:00.0","2020-08-22 00:00:00.0","339","116.576191","35.404035","0.0","2022-06-01 00:02:38.0","空车"
"鲁HT**87","汇通","新桑塔纳","64626198298","2016-09-06 00:00:00.0","1900-01-01 00:00:00.0","188","116.617895","35.395776","57.1","2022-06-01 00:02:38.0","空车"
"鲁HT**67","富达","新捷达","64625128124","2016-11-05 00:00:00.0","2016-11-05 00:00:00.0","0","116.57556","35.410193","32.3","2022-06-01 00:02:38.0","空车"
"鲁HT**89","交运","新捷达","64625128190","2016-11-04 00:00:00.0","1900-01-01 00:00:00.0","269","116.595073","35.425411","38.1","2022-06-01 00:02:38.0","载客"
"鲁HT**31","富达","新桑塔纳","64625128122","2016-06-03 00:00:00.0","2022-06-02 00:00:00.0","94","116.581848","35.462825","0.0","2022-06-01 00:02:38.0","空车"
"鲁HT**58","北城","伊兰特","64625129217","2016-06-06 00:00:00.0","2022-06-05 00:00:00.0","102","116.561718","35.412065","0.0","2022-06-01 00:02:38.0","空车"
"鲁HT**89","富达","伊兰特","64625128113","2003-11-04 00:00:00.0","2020-11-03 00:00:00.0","58","116.6965","35.434638","0.0","2022-06-01 00:02:38.0","空车"
"鲁HT**67","联运","新捷达","64625128461","2004-04-02 00:00:00.0","2021-04-01 00:00:00.0","181","116.581895","35.430695","0.0","2022-06-01 00:02:38.0","空车"
"鲁HT**85","联运","悦动","64625128643","2016-10-19 00:00:00.0","1900-01-01 00:00:00.0","264","116.579995","35.384503","0.0","2022-06-01 00:02:38.0","空车"
"鲁HT**56","新交运","新捷达","64626198294","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","320","116.430921","35.488985","88.9","2022-06-01 00:02:39.0","载客"
"鲁HT**08","交运","新捷达","64625129274","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","166","116.55575","35.419773","0.0","2022-06-01 00:02:39.0","空车"
"鲁HT**90","北城","伊兰特","64626198301","2016-05-13 00:00:00.0","2022-05-12 00:00:00.0","69","116.577768","35.430201","0.0","2022-06-01 00:02:39.0","空车"
"鲁HT**82","华通","奇瑞","64625128328","2004-01-09 00:00:00.0","2021-01-08 00:00:00.0","247","116.575761","35.401378","0.0","2022-06-01 00:02:39.0","空车"
"鲁HT**83","富达","伊兰特","64625128486","2015-05-17 00:00:00.0","2023-05-17 00:00:00.0","14","116.57244","35.438791","0.0","2022-06-01 00:02:39.0","空车"
"鲁HT**80","华中","伊兰特","64625129088","2016-11-08 00:00:00.0","2016-11-08 00:00:00.0","201","116.553698","35.389088","0.0","2022-06-01 00:02:39.0","空车"
"鲁HT**15","众鑫","新捷达","64625128781","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","285","116.606498","35.396781","0.0","2022-06-01 00:02:39.0","载客"
"鲁HT**25","北城","伊兰特","64625128614","2016-04-08 00:00:00.0","2022-04-07 00:00:00.0","172","116.577095","35.433458","32.5","2022-06-01 00:02:39.0","空车"
"鲁HT**35","北城","伊兰特","64625128232","2016-08-09 00:00:00.0","1900-01-01 00:00:00.0","287","116.553046","35.416765","20.5","2022-06-01 00:02:40.0","空车"
"鲁HT**65","交运","伊兰特","64625129328","2016-06-30 00:00:00.0","1900-01-01 00:00:00.0","272","116.559323","35.521545","29.9","2022-06-01 00:02:40.0","空车"
"鲁HT**99","华通","伊兰特","64625128275","2004-05-17 00:00:00.0","2020-05-16 00:00:00.0","277","116.579715","35.371821","43.0","2022-06-01 00:02:40.0","空车"
"鲁HT**07","汇通","新捷达","64625128749","2005-10-04 00:00:00.0","2020-10-30 00:00:00.0","270","116.627256","35.425566","42.0","2022-06-01 00:02:40.0","载客"
"鲁HT**43","交运","新捷达","64625129225","2616-07-15 00:00:00.0","1900-01-01 00:00:00.0","36","116.560156","35.40295","0.0","2022-06-01 00:02:40.0","空车"
"鲁HT**58","交运","伊兰特","64625127906","2016-11-05 00:00:00.0","2016-11-05 00:00:00.0","79","116.603238","35.4208","46.5","2022-06-01 00:02:40.0","载客"
"鲁HT**32","交运","新悦动","64625127813","2003-11-04 00:00:00.0","2020-11-03 00:00:00.0","153","116.568736","35.382091","29.9","2022-06-01 00:02:40.0","空车"
"鲁HT**89","新交运","新桑塔纳","64625128381","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","111","116.598915","35.38301","0.0","2022-06-01 00:02:40.0","空车"
"鲁HT**49","汇通","新捷达","64625128352","2016-09-20 00:00:00.0","1900-01-01 00:00:00.0","55","116.587268","35.39134","45.6","2022-06-01 00:02:41.0","载客"
"鲁HT**40","北城","伊兰特","64625129143","2016-03-02 00:00:00.0","2022-03-01 00:00:00.0","174","116.696493","35.380598","0.0","2022-06-01 00:02:41.0","空车"
"鲁HT**79","新交运","新捷达","64625129008","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","191","116.614905","35.386251","0.0","2022-06-01 00:02:41.0","空车"
"鲁HT**77","新交运","新桑塔纳","64625128924","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","268","116.451841","35.446715","32.3","2022-06-01 00:02:41.0","载客"
"鲁HT**09","交运","新桑塔纳","64625127843","2016-10-23 00:00:00.0","2016-10-23 00:00:00.0","60","116.56688","35.382698","0.0","2022-06-01 00:02:41.0","空车"
"鲁HT**63","联运","新捷达","64625128182","2004-07-01 00:00:00.0","2022-01-01 00:00:00.0","159","116.56851","35.386413","0.0","2022-06-01 00:02:41.0","载客"
