"车牌号","所属公司","所属区域","设备","营运开始时间","营运结束时间","设备编号","GPS经度","GPS纬度","速度","GPS时间","营运状态"
"苏ML5272","泰州市祥云出租车有限公司","海陵区","8270110908","2021-10-25 00:00:00.0","1900-01-01 00:00:00.0","38","119.909696","32.476003","0.0","2024-08-02 17:29:30.0000","空车"
"苏MQ6977","泰州市飞达出租车有限公司","姜堰区","8578226896","2023-10-02 00:00:00.0","1900-01-01 00:00:00.0","819","120.105169","32.510912","5.8","2024-08-02 09:34:06.0000","空车"
"苏MV2343","泰州市银盾出租车有限公司","海陵区","2785736751","2019-06-14 00:00:00.0","2023-02-17 00:00:00.0","836","119.893642","32.47787","23.1","2024-08-02 06:20:05.0000","停运"
"苏MX7691","泰州市金鹰出租车有限公司","海陵区","6204041308","2020-11-21 00:00:00.0","1900-01-01 00:00:00.0","745","119.941964","32.482417","0.0","2024-08-02 06:50:24.0000","载客"
"苏MB5011","泰州市顺达出租车有限公司","海陵区","4921003983","2022-04-07 00:00:00.0","2024-02-05 00:00:00.0","590","119.923643","32.470359","30.8","2024-08-02 23:32:33.0000","载客"
"苏MV2343","泰州市公共交通有限公司","海陵区","2753617371","2021-06-03 00:00:00.0","1900-01-01 00:00:00.0","737","119.945384","32.47196","0.0","2024-08-02 07:00:09.0000","空车"
"苏MD5279","泰州市公共交通有限公司","高港区","4256292393","2020-08-12 00:00:00.0","1900-01-01 00:00:00.0","649","119.908663","32.236347","0.0","2024-08-02 09:30:16.0000","载客"
"苏MZ3780","泰州市金鹰出租车有限公司","海陵区","6329323383","2020-02-10 00:00:00.0","1900-01-01 00:00:00.0","593","119.883994","32.51842","22.5","2024-08-02 10:43:26.0000","载客"
"苏MA9518","泰州市银盾出租车有限公司","高港区","2465576748","2019-07-25 00:00:00.0","1900-01-01 00:00:00.0","421","119.961829","32.253512","0.0","2024-08-02 18:14:24.0000","空车"
"苏MG7888","泰州市顺达出租车有限公司","海陵区","8578226896","2021-10-02 00:00:00.0","2024-01-26 00:00:00.0","380","119.890902","32.45268","0.0","2024-08-02 06:21:38.0000","载客"
"苏MB6413","泰州市祥云出租车有限公司","海陵区","6237376063","2022-07-17 00:00:00.0","1900-01-01 00:00:00.0","924","119.889922","32.462327","0.0","2024-08-02 21:13:03.0000","空车"
"苏MA4164","泰州市金鹰出租车有限公司","海陵区","4574027737","2022-06-23 00:00:00.0","1900-01-01 00:00:00.0","852","119.913714","32.515936","0.0","2024-08-02 08:03:05.0000","载客"
"苏MH4681","泰州市飞达出租车有限公司","海陵区","9438411468","2019-03-15 00:00:00.0","2022-06-04 00:00:00.0","821","119.937645","32.496484","25.6","2024-08-02 14:57:38.0000","载客"
"苏MM6139","泰州市顺达出租车有限公司","医药高新区","6206015111","2020-10-13 00:00:00.0","1900-01-01 00:00:00.0","224","119.809311","32.468212","58.4","2024-08-02 09:46:00.0000","载客"
"苏MJ1722","泰州市客运集团有限公司","靖江市","7475684019","2022-06-12 00:00:00.0","1900-01-01 00:00:00.0","446","120.133879","32.75146","21.2","2024-08-02 21:36:00.0000","载客"
"苏MA4164","泰州市苏中出租车有限公司","高港区","7628981661","2021-12-20 00:00:00.0","2021-02-26 00:00:00.0","867","119.918156","32.254276","43.8","2024-08-02 07:11:29.0000","载客"
"苏MZ6442","泰州市顺达出租车有限公司","姜堰区","4037867512","2019-11-10 00:00:00.0","2020-04-25 00:00:00.0","475","120.05997","32.572723","0.0","2024-08-02 07:01:39.0000","载客"
"苏MN7252","泰州市顺达出租车有限公司","泰兴市","9505085936","2020-09-10 00:00:00.0","1900-01-01 00:00:00.0","684","120.092318","32.851402","0.0","2024-08-02 07:54:30.0000","停运"
"苏MJ3608","泰州市客运集团有限公司","海陵区","2950049698","2021-06-06 00:00:00.0","2024-04-18 00:00:00.0","410","119.935336","32.451837","40.4","2024-08-02 09:57:50.0000","载客"
"苏MW6925","泰州市祥云出租车有限公司","泰兴市","7004964045","2020-07-08 00:00:00.0","1900-01-01 00:00:00.0","830","120.064056","32.673288","0.0","2024-08-02 15:25:53.0000","空车"
"苏MB6050","泰州市宏运出租车有限公司","泰兴市","6534540349","2023-03-01 00:00:00.0","1900-01-01 00:00:00.0","566","119.746633","32.542634","0.0","2024-08-02 13:40:36.0000","载客"
"苏MT1188","泰州市银盾出租车有限公司","海陵区","6385791669","2022-05-22 00:00:00.0","1900-01-01 00:00:00.0","94","119.900785","32.512854","0.0","2024-08-02 14:01:47.0000","空车"
"苏ME5040","泰州市顺达出租车有限公司","海陵区","6447717367","2021-04-13 00:00:00.0","1900-01-01 00:00:00.0","824","119.89834","32.459928","0.0","2024-08-02 15:40:37.0000","空车"
"苏MT5010","泰州市祥云出租车有限公司","靖江市","5268845844","2020-11-19 00:00:00.0","1900-01-01 00:00:00.0","885","119.925439","32.843486","0.0","2024-08-02 11:31:40.0000","空车"
"苏MT3085","泰州市客运集团有限公司","高港区","8833399096","2020-04-28 00:00:00.0","1900-01-01 00:00:00.0","930","119.892159","32.22545","18.4","2024-08-02 07:21:22.0000","载客"
"苏MW4598","泰州市金鹰出租车有限公司","高港区","6206015111","2022-07-17 00:00:00.0","2022-05-06 00:00:00.0","212","119.914855","32.295323","12.4","2024-08-02 06:08:14.0000","载客"
"苏MP9565","泰州市九龙出租车有限公司","高港区","6122110529","2023-07-14 00:00:00.0","1900-01-01 00:00:00.0","371","119.922374","32.288286","25.4","2024-08-02 21:06:37.0000","载客"
"苏MM6139","泰州市客运集团有限公司","海陵区","1795212538","2022-01-04 00:00:00.0","1900-01-01 00:00:00.0","340","119.922272","32.478687","49.0","2024-08-02 19:52:04.0000","载客"
"苏MY2169","泰州市银盾出租车有限公司","海陵区","7196439534","2023-06-08 00:00:00.0","1900-01-01 00:00:00.0","404","119.880674","32.472012","22.9","2024-08-02 17:22:15.0000","空车"
"苏ME5040","泰州市金鹰出租车有限公司","姜堰区","9381721143","2022-11-25 00:00:00.0","1900-01-01 00:00:00.0","842","120.135991","32.568336","0.0","2024-08-02 14:33:13.0000","维修"
"苏MN9977","泰州市客运集团有限公司","高港区","4145461251","2023-01-10 00:00:00.0","1900-01-01 00:00:00.0","812","119.897114","32.212409","0.0","2024-08-02 08:03:51.0000","空车"
"苏MV3532","泰州市宏运出租车有限公司","海陵区","6923206003","2021-05-11 00:00:00.0","1900-01-01 00:00:00.0","419","119.884862","32.495134","0.0","2024-08-02 19:18:08.0000","交接班"
"苏MN2291","泰州市金鹰出租车有限公司","医药高新区","4735334423","2019-01-08 00:00:00.0","1900-01-01 00:00:00.0","20","120.020549","32.745336","46.9","2024-08-02 14:20:31.0000","停运"
"苏MW9346","泰州市苏中出租车有限公司","海陵区","3836517266","2019-05-26 00:00:00.0","1900-01-01 00:00:00.0","59","119.905822","32.513159","49.8","2024-08-02 07:20:55.0000","停运"
"苏MT1158","泰州市苏中出租车有限公司","高港区","7415801613","2022-11-15 00:00:00.0","1900-01-01 00:00:00.0","544","119.911933","32.21199","0.0","2024-08-02 07:21:44.0000","载客"
"苏ME4111","泰州市顺达出租车有限公司","海陵区","4264134512","2020-11-21 00:00:00.0","1900-01-01 00:00:00.0","220","119.929797","32.503634","0.0","2024-08-02 14:42:31.0000","交接班"
"苏MB6413","泰州市九龙出租车有限公司","兴化市","3987248494","2023-09-28 00:00:00.0","1900-01-01 00:00:00.0","977","119.752267","32.531542","0.0","2024-08-02 07:31:03.0000","载客"
"苏MS8752","泰州市苏中出租车有限公司","泰兴市","2870403050","2019-05-14 00:00:00.0","1900-01-01 00:00:00.0","324","119.926216","32.669903","10.1","2024-08-02 15:41:09.0000","空车"
"苏MM4593","泰州市客运集团有限公司","海陵区","2950049698","2023-02-12 00:00:00.0","1900-01-01 00:00:00.0","164","119.926332","32.452001","0.0","2024-08-02 08:56:06.0000","空车"
"苏MU4150","泰州市金鹰出租车有限公司","海陵区","7576309274","2022-03-20 00:00:00.0","1900-01-01 00:00:00.0","632","119.93124","32.495404","0.0","2024-08-02 13:32:21.0000","空车"
"苏MT5803","泰州市公共交通有限公司","海陵区","2825957977","2021-04-20 00:00:00.0","1900-01-01 00:00:00.0","424","119.920266","32.512654","0.0","2024-08-02 13:06:43.0000","载客"
"苏MN1960","泰州市九龙出租车有限公司","姜堰区","2893321208","2023-12-20 00:00:00.0","1900-01-01 00:00:00.0","322","120.078799","32.514763","23.3","2024-08-02 11:14:46.0000","空车"
"苏MK4923","泰州市银盾出租车有限公司","海陵区","3108307952","2021-02-06 00:00:00.0","1900-01-01 00:00:00.0","883","119.913222","32.450891","0.0","2024-08-02 08:43:04.0000","空车"
"苏MW2824","泰州市九龙出租车有限公司","海陵区","4600630513","2020-03-25 00:00:00.0","1900-01-01 00:00:00.0","321","119.919709","32.507325","66.7","2024-08-02 14:30:37.0000","载客"
"苏MT5082","泰州市顺达出租车有限公司","海陵区","4550353803","2023-08-04 00:00:00.0","1900-01-01 00:00:00.0","541","119.904684","32.450949","27.3","2024-08-02 12:47:22.0000","载客"
"苏MG9834","泰州市银盾出租车有限公司","海陵区","8261111839","2019-04-13 00:00:00.0","1900-01-01 00:00:00.0","998","119.928706","32.490431","0.0","2024-08-02 08:26:54.0000","空车"
"苏MM6139","泰州市苏中出租车有限公司","泰兴市","5354747485","2020-01-19 00:00:00.0","1900-01-01 00:00:00.0","361","119.865598","32.644192","28.6","2024-08-02 18:43:34.0000","空车"
"苏MA5905","泰州市公共交通有限公司","高港区","5686850445","2023-09-22 00:00:00.0","1900-01-01 00:00:00.0","508","119.926632","32.268553","0.0","2024-08-02 12:29:36.0000","停运"
"苏MD7311","泰州市九龙出租车有限公司","兴化市","6698759353","2019-01-09 00:00:00.0","1900-01-01 00:00:00.0","909","119.944183","32.486405","0.0","2024-08-02 06:18:00.0000","空车"
"苏MZ8777","泰州市公共交通有限公司","海陵区","7575259637","2022-06-08 00:00:00.0","1900-01-01 00:00:00.0","662","119.893771","32.519714","7.0","2024-08-02 16:32:42.0000","空车"
"苏MA2528","泰州市飞达出租车有限公司","海陵区","9354542654","2021-03-14 00:00:00.0","1900-01-01 00:00:00.0","318","119.941315","32.480507","32.8","2024-08-02 11:57:06.0000","载客"
"苏MA9518","泰州市苏中出租车有限公司","姜堰区","8833399096","2023-11-23 00:00:00.0","1900-01-01 00:00:00.0","372","120.059604","32.563385","0.0","2024-08-02 07:36:59.0000","载客"
"苏MA3615","泰州市客运集团有限公司","高港区","7243352390","2023-06-05 00:00:00.0","1900-01-01 00:00:00.0","931","119.941521","32.275586","0.0","2024-08-02 12:26:29.0000","空车"
"苏MV8668","泰州市客运集团有限公司","兴化市","9457665185","2019-06-20 00:00:00.0","1900-01-01 00:00:00.0","307","119.93011","33.012438","0.0","2024-08-02 06:54:25.0000","空车"
"苏MV2040","泰州市宏运出租车有限公司","姜堰区","8674224347","2020-05-21 00:00:00.0","1900-01-01 00:00:00.0","969","120.101626","32.550157","29.2","2024-08-02 15:55:03.0000","空车"
"苏MC6539","泰州市公共交通有限公司","海陵区","5667181604","2019-09-15 00:00:00.0","1900-01-01 00:00:00.0","958","119.916388","32.511593","0.0","2024-08-02 17:39:44.0000","空车"
"苏MZ1887","泰州市金鹰出租车有限公司","姜堰区","8833399096","2019-03-05 00:00:00.0","1900-01-01 00:00:00.0","683","120.115816","32.523913","0.0","2024-08-02 09:30:11.0000","空车"
"苏MT5082","泰州市顺达出租车有限公司","海陵区","4530959836","2022-07-23 00:00:00.0","1900-01-01 00:00:00.0","485","119.947136","32.496727","0.0","2024-08-02 08:47:44.0000","载客"
"苏MB9883","泰州市公共交通有限公司","海陵区","9165632300","2021-03-15 00:00:00.0","2024-05-01 00:00:00.0","172","119.882386","32.490638","21.4","2024-08-02 17:09:01.0000","载客"
"苏MH2104","泰州市宏运出租车有限公司","高港区","8880079328","2020-05-26 00:00:00.0","1900-01-01 00:00:00.0","320","119.89514","32.21745","19.1","2024-08-02 13:55:32.0000","载客"
"苏MT3085","泰州市顺达出租车有限公司","姜堰区","3995732958","2021-10-19 00:00:00.0","1900-01-01 00:00:00.0","642","120.142741","32.537604","18.1","2024-08-02 07:53:41.0000","空车"
"苏MS1009","泰州市公共交通有限公司","海陵区","5306459450","2020-02-06 00:00:00.0","1900-01-01 00:00:00.0","403","119.913349","32.515396","29.5","2024-08-02 06:01:54.0000","交接班"
"苏MF5563","泰州市客运集团有限公司","姜堰区","5667181604","2019-12-15 00:00:00.0","1900-01-01 00:00:00.0","662","120.087432","32.524153","5.7","2024-08-02 19:03:39.0000","空车"
"苏MB6138","泰州市九龙出租车有限公司","海陵区","3836517266","2019-04-02 00:00:00.0","1900-01-01 00:00:00.0","924","119.936607","32.506969","0.0","2024-08-02 08:31:28.0000","载客"
"苏MT5082","泰州市银盾出租车有限公司","姜堰区","8299146480","2020-10-27 00:00:00.0","1900-01-01 00:00:00.0","370","120.122828","32.575774","0.0","2024-08-02 10:26:36.0000","空车"
"苏MD5808","泰州市顺达出租车有限公司","姜堰区","3875303857","2019-02-16 00:00:00.0","1900-01-01 00:00:00.0","625","120.106915","32.567398","0.0","2024-08-02 15:35:54.0000","载客"
"苏MF5563","泰州市银盾出租车有限公司","靖江市","1158998032","2023-10-17 00:00:00.0","1900-01-01 00:00:00.0","643","119.844034","32.510504","0.0","2024-08-02 06:52:18.0000","空车"
"苏MH7275","泰州市金鹰出租车有限公司","海陵区","7751356568","2020-04-18 00:00:00.0","1900-01-01 00:00:00.0","347","119.898262","32.473663","0.0","2024-08-02 14:57:07.0000","载客"
"苏MQ5246","泰州市银盾出租车有限公司","泰兴市","6923206003","2020-05-24 00:00:00.0","1900-01-01 00:00:00.0","46","120.006216","32.818703","0.0","2024-08-02 08:04:51.0000","载客"
"苏MN6378","泰州市金鹰出租车有限公司","兴化市","8122042835","2020-09-20 00:00:00.0","2020-09-16 00:00:00.0","63","119.710722","33.080026","0.0","2024-08-02 13:41:22.0000","载客"
"苏MN6378","泰州市宏运出租车有限公司","海陵区","8275679594","2019-04-08 00:00:00.0","1900-01-01 00:00:00.0","20","119.923096","32.458259","37.0","2024-08-02 16:44:08.0000","空车"
"苏MW1090","泰州市客运集团有限公司","海陵区","7199283151","2020-05-02 00:00:00.0","1900-01-01 00:00:00.0","626","119.936884","32.500388","0.0","2024-08-02 11:48:56.0000","空车"
"苏MX5088","泰州市公共交通有限公司","海陵区","2178884276","2021-04-15 00:00:00.0","1900-01-01 00:00:00.0","974","119.918055","32.467514","0.0","2024-08-02 23:08:38.0000","载客"
"苏MG4116","泰州市金鹰出租车有限公司","姜堰区","5354747485","2021-02-07 00:00:00.0","2022-05-24 00:00:00.0","576","120.0554","32.530345","44.1","2024-08-02 16:18:55.0000","载客"
"苏MQ1053","泰州市九龙出租车有限公司","高港区","6923206003","2021-05-19 00:00:00.0","1900-01-01 00:00:00.0","857","119.975304","32.276419","0.0","2024-08-02 07:46:52.0000","交接班"
"苏MY3442","泰州市客运集团有限公司","海陵区","2893321208","2023-01-22 00:00:00.0","1900-01-01 00:00:00.0","564","119.895711","32.481081","0.0","2024-08-02 06:54:39.0000","载客"
"苏MH7054","泰州市飞达出租车有限公司","姜堰区","5829062179","2019-02-18 00:00:00.0","1900-01-01 00:00:00.0","748","120.132924","32.514094","0.0","2024-08-02 20:58:38.0000","载客"
"苏MM6000","泰州市飞达出租车有限公司","高港区","8239941612","2019-05-26 00:00:00.0","1900-01-01 00:00:00.0","290","119.918129","32.216255","28.1","2024-08-02 18:34:29.0000","空车"
"苏MS2312","泰州市飞达出租车有限公司","海陵区","7666869046","2023-01-04 00:00:00.0","1900-01-01 00:00:00.0","686","119.898812","32.469199","0.0","2024-08-02 23:49:34.0000","载客"
"苏MF5349","泰州市客运集团有限公司","海陵区","7818568548","2023-02-09 00:00:00.0","2024-02-15 00:00:00.0","194","119.905111","32.45259","18.9","2024-08-02 17:54:11.0000","空车"
"苏MA5978","泰州市九龙出租车有限公司","海陵区","8721631198","2020-11-17 00:00:00.0","2024-06-02 00:00:00.0","576","119.925918","32.510987","0.0","2024-08-02 16:17:16.0000","载客"
"苏MT2604","泰州市银盾出租车有限公司","姜堰区","6805759868","2023-02-08 00:00:00.0","1900-01-01 00:00:00.0","594","120.084973","32.540058","0.0","2024-08-02 06:45:16.0000","载客"
"苏MX5374","泰州市金鹰出租车有限公司","海陵区","8275679594","2021-10-01 00:00:00.0","1900-01-01 00:00:00.0","55","119.90522","32.492488","67.9","2024-08-02 17:43:26.0000","空车"
"苏MQ5557","泰州市飞达出租车有限公司","兴化市","2870403050","2021-04-13 00:00:00.0","1900-01-01 00:00:00.0","43","120.090437","32.757557","0.0","2024-08-02 19:58:37.0000","载客"
"苏MT5010","泰州市飞达出租车有限公司","医药高新区","6201313620","2023-01-20 00:00:00.0","1900-01-01 00:00:00.0","547","120.066976","32.841227","0.0","2024-08-02 11:41:05.0000","空车"
"苏MH5451","泰州市九龙出租车有限公司","海陵区","3878201524","2019-12-08 00:00:00.0","1900-01-01 00:00:00.0","990","119.905338","32.503735","0.0","2024-08-02 09:12:53.0000","载客"
"苏MS8752","泰州市银盾出租车有限公司","高港区","9438411468","2020-09-08 00:00:00.0","1900-01-01 00:00:00.0","427","119.95863","32.223035","0.0","2024-08-02 10:22:35.0000","交接班"
"苏MQ9900","泰州市公共交通有限公司","高港区","7625389037","2020-03-15 00:00:00.0","1900-01-01 00:00:00.0","133","119.89484","32.250503","0.0","2024-08-02 14:50:18.0000","维修"
"苏MV6143","泰州市苏中出租车有限公司","海陵区","9421518487","2022-07-12 00:00:00.0","1900-01-01 00:00:00.0","723","119.928303","32.480199","52.6","2024-08-02 09:35:45.0000","维修"
"苏MH7054","泰州市客运集团有限公司","姜堰区","7371573279","2022-05-25 00:00:00.0","1900-01-01 00:00:00.0","147","120.09489","32.515496","0.0","2024-08-02 16:07:21.0000","载客"
"苏MX2389","泰州市苏中出租车有限公司","高港区","9916336966","2023-12-19 00:00:00.0","1900-01-01 00:00:00.0","801","119.94494","32.236987","0.0","2024-08-02 16:37:58.0000","载客"
"苏MN2291","泰州市宏运出租车有限公司","高港区","9730449971","2020-03-02 00:00:00.0","1900-01-01 00:00:00.0","762","119.922669","32.284407","0.0","2024-08-02 08:31:21.0000","空车"
"苏ML5272","泰州市银盾出租车有限公司","海陵区","5748253283","2021-10-25 00:00:00.0","1900-01-01 00:00:00.0","247","119.914065","32.470149","0.0","2024-08-02 12:17:36.0000","空车"
"苏MX2389","泰州市客运集团有限公司","泰兴市","7374584386","2019-06-07 00:00:00.0","1900-01-01 00:00:00.0","980","119.969915","33.0719","5.2","2024-08-02 07:13:35.0000","交接班"
"苏MD7311","泰州市公共交通有限公司","姜堰区","4683935600","2020-05-24 00:00:00.0","1900-01-01 00:00:00.0","372","120.094441","32.564474","0.0","2024-08-02 16:33:08.0000","空车"
"苏MV3803","泰州市苏中出租车有限公司","海陵区","9279291478","2019-07-04 00:00:00.0","2023-06-07 00:00:00.0","871","119.931487","32.481742","6.9","2024-08-02 16:14:46.0000","载客"
"苏MG4116","泰州市飞达出租车有限公司","靖江市","8387664437","2020-12-16 00:00:00.0","1900-01-01 00:00:00.0","213","119.797839","32.554147","0.0","2024-08-02 20:40:00.0000","载客"
"苏MC9423","泰州市祥云出租车有限公司","高港区","5570828113","2023-07-21 00:00:00.0","1900-01-01 00:00:00.0","663","119.950999","32.261122","0.0","2024-08-02 20:54:46.0000","载客"
"苏MV2113","泰州市金鹰出租车有限公司","高港区","5306459450","2019-04-04 00:00:00.0","2021-07-15 00:00:00.0","343","119.919221","32.279675","0.0","2024-08-02 13:42:11.0000","载客"
"苏MT4228","泰州市公共交通有限公司","姜堰区","7981077394","2022-10-14 00:00:00.0","1900-01-01 00:00:00.0","39","120.127368","32.550482","0.0","2024-08-02 15:07:11.0000","交接班"
"苏MA3938","泰州市宏运出租车有限公司","海陵区","9677466102","2019-05-16 00:00:00.0","1900-01-01 00:00:00.0","357","119.908786","32.497249","38.5","2024-08-02 09:13:56.0000","空车"
"苏MC5681","泰州市宏运出租车有限公司","姜堰区","1795212538","2019-07-03 00:00:00.0","1900-01-01 00:00:00.0","351","120.146826","32.491032","8.2","2024-08-02 09:26:14.0000","载客"
"苏MT5803","泰州市九龙出租车有限公司","高港区","5151086814","2021-03-12 00:00:00.0","1900-01-01 00:00:00.0","230","119.963815","32.298522","0.0","2024-08-02 16:35:04.0000","载客"
"苏MT4257","泰州市公共交通有限公司","海陵区","5354747485","2020-01-09 00:00:00.0","1900-01-01 00:00:00.0","842","119.890986","32.483943","0.0","2024-08-02 20:02:54.0000","空车"
"苏MF7209","泰州市公共交通有限公司","高港区","3693985578","2023-10-05 00:00:00.0","1900-01-01 00:00:00.0","612","119.953264","32.270349","0.0","2024-08-02 15:08:52.0000","载客"
"苏MP9565","泰州市祥云出租车有限公司","姜堰区","6169243284","2023-08-13 00:00:00.0","1900-01-01 00:00:00.0","105","120.095891","32.510215","0.0","2024-08-02 08:38:54.0000","停运"
"苏MT3085","泰州市宏运出租车有限公司","海陵区","9229469952","2023-12-04 00:00:00.0","1900-01-01 00:00:00.0","601","119.914792","32.451205","0.0","2024-08-02 21:35:17.0000","空车"
"苏MJ1722","泰州市飞达出租车有限公司","姜堰区","8122042835","2022-10-08 00:00:00.0","1900-01-01 00:00:00.0","422","120.130968","32.513244","51.9","2024-08-02 11:14:28.0000","空车"
"苏MP8651","泰州市顺达出租车有限公司","高港区","5078551333","2023-07-28 00:00:00.0","1900-01-01 00:00:00.0","716","119.963432","32.274051","0.0","2024-08-02 13:53:36.0000","载客"
"苏MT5082","泰州市银盾出租车有限公司","海陵区","4145461251","2019-07-23 00:00:00.0","1900-01-01 00:00:00.0","140","119.91381","32.482296","23.5","2024-08-02 16:50:31.0000","载客"
"苏MK4923","泰州市顺达出租车有限公司","医药高新区","3051831252","2022-03-24 00:00:00.0","2023-07-01 00:00:00.0","313","119.912091","32.427343","0.0","2024-08-02 08:47:07.0000","交接班"
"苏MF7209","泰州市银盾出租车有限公司","靖江市","2570991899","2023-12-12 00:00:00.0","1900-01-01 00:00:00.0","267","119.782973","32.794667","0.0","2024-08-02 12:18:46.0000","载客"
"苏MJ6573","泰州市宏运出租车有限公司","兴化市","6122110529","2019-05-23 00:00:00.0","1900-01-01 00:00:00.0","720","119.908151","32.406875","0.0","2024-08-02 12:59:21.0000","空车"
"苏MH2654","泰州市飞达出租车有限公司","海陵区","3075362821","2020-05-10 00:00:00.0","1900-01-01 00:00:00.0","898","119.941834","32.494544","0.0","2024-08-02 14:21:06.0000","空车"
"苏MV3532","泰州市宏运出租车有限公司","姜堰区","9196564761","2020-05-19 00:00:00.0","1900-01-01 00:00:00.0","826","120.109264","32.500259","0.0","2024-08-02 14:19:23.0000","空车"
"苏MK7930","泰州市九龙出租车有限公司","海陵区","7763765757","2022-01-11 00:00:00.0","1900-01-01 00:00:00.0","63","119.895151","32.466228","42.3","2024-08-02 10:49:54.0000","空车"
"苏MX3041","泰州市金鹰出租车有限公司","姜堰区","9279291478","2023-06-17 00:00:00.0","1900-01-01 00:00:00.0","629","120.089325","32.504077","22.7","2024-08-02 13:28:27.0000","空车"
"苏MY8973","泰州市祥云出租车有限公司","高港区","7403028869","2021-03-01 00:00:00.0","2024-11-12 00:00:00.0","755","119.905054","32.26951","0.0","2024-08-02 20:40:53.0000","维修"
"苏MY6107","泰州市银盾出租车有限公司","泰兴市","5482431018","2023-05-11 00:00:00.0","1900-01-01 00:00:00.0","387","119.797918","33.096807","0.0","2024-08-02 08:35:56.0000","空车"
"苏MA7396","泰州市金鹰出租车有限公司","高港区","5510938155","2023-01-28 00:00:00.0","1900-01-01 00:00:00.0","492","119.94955","32.204392","0.0","2024-08-02 13:00:38.0000","载客"
"苏MT5082","泰州市客运集团有限公司","海陵区","4037867512","2022-02-02 00:00:00.0","1900-01-01 00:00:00.0","737","119.890723","32.512599","26.8","2024-08-02 13:30:47.0000","空车"
"苏MY8973","泰州市飞达出租车有限公司","海陵区","7186766399","2023-12-12 00:00:00.0","1900-01-01 00:00:00.0","973","119.939376","32.508609","0.0","2024-08-02 09:54:34.0000","载客"
"苏MH2654","泰州市九龙出租车有限公司","姜堰区","5837082260","2023-04-23 00:00:00.0","1900-01-01 00:00:00.0","187","120.076664","32.494751","0.0","2024-08-02 11:42:42.0000","空车"
"苏ME3621","泰州市顺达出租车有限公司","兴化市","4921003983","2020-12-03 00:00:00.0","1900-01-01 00:00:00.0","615","120.165136","32.460267","0.0","2024-08-02 09:35:22.0000","维修"
"苏MX8953","泰州市顺达出租车有限公司","靖江市","7628981661","2020-05-02 00:00:00.0","1900-01-01 00:00:00.0","303","119.853891","33.060266","28.6","2024-08-02 16:50:00.0000","维修"
"苏MP5065","泰州市九龙出租车有限公司","靖江市","3836517266","2023-06-12 00:00:00.0","1900-01-01 00:00:00.0","545","119.847466","32.523978","11.6","2024-08-02 09:36:20.0000","载客"
"苏MU2290","泰州市飞达出租车有限公司","海陵区","6923206003","2021-04-11 00:00:00.0","1900-01-01 00:00:00.0","525","119.949563","32.48981","0.0","2024-08-02 17:43:53.0000","载客"
"苏MB9856","泰州市顺达出租车有限公司","海陵区","9547119184","2023-06-12 00:00:00.0","1900-01-01 00:00:00.0","684","119.926083","32.458071","0.0","2024-08-02 07:49:13.0000","空车"
"苏MV4450","泰州市苏中出租车有限公司","高港区","2785736751","2020-08-18 00:00:00.0","1900-01-01 00:00:00.0","32","119.970298","32.233667","0.0","2024-08-02 10:06:40.0000","空车"
"苏MH5451","泰州市祥云出租车有限公司","兴化市","6554972315","2021-01-08 00:00:00.0","1900-01-01 00:00:00.0","932","119.886607","32.576802","0.0","2024-08-02 17:29:37.0000","载客"
"苏ML6238","泰州市飞达出租车有限公司","海陵区","1662976399","2023-03-05 00:00:00.0","1900-01-01 00:00:00.0","817","119.901041","32.461647","22.4","2024-08-02 11:49:17.0000","载客"
"苏MQ1053","泰州市顺达出租车有限公司","海陵区","6469318275","2020-04-14 00:00:00.0","1900-01-01 00:00:00.0","260","119.890324","32.450059","36.0","2024-08-02 21:19:50.0000","空车"
"苏ME5291","泰州市顺达出租车有限公司","海陵区","7045593274","2022-12-08 00:00:00.0","1900-01-01 00:00:00.0","108","119.928075","32.482956","27.8","2024-08-02 15:54:49.0000","载客"
"苏MX9797","泰州市银盾出租车有限公司","兴化市","4102872611","2022-11-24 00:00:00.0","2022-04-20 00:00:00.0","192","119.912296","32.91126","0.0","2024-08-02 07:48:59.0000","空车"
"苏MW2824","泰州市公共交通有限公司","海陵区","2962491159","2022-11-06 00:00:00.0","1900-01-01 00:00:00.0","301","119.883097","32.484996","0.0","2024-08-02 10:21:32.0000","空车"
"苏ME4527","泰州市祥云出租车有限公司","海陵区","6534540349","2019-11-28 00:00:00.0","1900-01-01 00:00:00.0","836","119.938396","32.497764","0.0","2024-08-02 11:52:30.0000","空车"
"苏MZ3780","泰州市顺达出租车有限公司","高港区","8493451569","2019-10-26 00:00:00.0","1900-01-01 00:00:00.0","471","119.92017","32.295992","12.6","2024-08-02 08:08:36.0000","空车"
"苏MH3417","泰州市公共交通有限公司","海陵区","7475684019","2023-05-07 00:00:00.0","1900-01-01 00:00:00.0","639","119.933173","32.479685","31.6","2024-08-02 16:45:21.0000","空车"
"苏MD6881","泰州市顺达出租车有限公司","海陵区","8949781901","2021-01-18 00:00:00.0","1900-01-01 00:00:00.0","310","119.928047","32.512242","0.0","2024-08-02 12:29:18.0000","空车"
"苏MF2122","泰州市飞达出租车有限公司","海陵区","6923206003","2019-03-24 00:00:00.0","1900-01-01 00:00:00.0","515","119.931708","32.452563","0.0","2024-08-02 11:28:20.0000","空车"
