"车牌号","所属公司","所属区域","设备","营运开始时间","营运结束时间","设备编号","GPS经度","GPS纬度","速度","GPS时间","营运状态"
"鲁HB3504","济宁出租","汶上县","2237242557","2015-10-12 00:00:00.0","1900-01-01 00:00:00.0","257","116.26652","35.117115","0.0","2022-06-01 02:00:15.0000","空车"
"鲁HQ6104","济宁公交","微山县","2786504532","2018-01-14 00:00:00.0","2020-01-10 00:00:00.0","95","116.748147","35.250701","0.0","2022-06-01 08:28:52.0000","载客"
"鲁HL3287","济宁华运","任城区","2700459441","2004-02-11 00:00:00.0","2014-04-15 00:00:00.0","833","116.025094","35.267034","0.0","2022-06-01 07:00:54.0000","载客"
"鲁HX1704","济宁联运","微山县","3858616062","2009-03-13 00:00:00.0","2021-08-19 00:00:00.0","370","116.595036","35.206751","52.3","2022-06-01 07:29:43.0000","载客"
"鲁HL9984","济宁新运","嘉祥县","7939094784","2015-10-02 00:00:00.0","1900-01-01 00:00:00.0","343","116.09393","35.337574","9.8","2022-06-01 20:09:09.0000","空车"
"鲁HS4216","济宁出租","泗水县","5665651364","2000-06-01 00:00:00.0","2019-11-28 00:00:00.0","362","116.965454","35.521236","72.7","2022-06-01 14:42:58.0000","停运"
"鲁HY4577","济宁顺达","邹城市","8887558760","2011-08-01 00:00:00.0","1900-01-01 00:00:00.0","701","116.273911","35.553889","0.0","2022-06-01 08:29:20.0000","停运"
"鲁HW9821","济宁公交","微山县","5409706617","2018-11-17 00:00:00.0","2019-07-19 00:00:00.0","919","116.014484","35.365478","27.7","2022-06-01 09:16:26.0000","空车"
"鲁HK7502","济宁顺达","汶上县","3118358664","2018-01-02 00:00:00.0","1900-01-01 00:00:00.0","998","116.645655","35.298077","0.0","2022-06-01 23:47:40.0000","载客"
"鲁HK4425","济宁公交","微山县","9087218480","2018-10-06 00:00:00.0","1900-01-01 00:00:00.0","981","116.275035","35.152909","0.0","2022-06-01 23:16:09.0000","停运"
"鲁HF5561","济宁通达","泗水县","5296463679","2016-04-17 00:00:00.0","2020-04-19 00:00:00.0","680","116.997829","35.321212","1.4","2022-06-01 04:51:48.0000","空车"
"鲁HC9748","济宁宏运","金乡县","4973010848","2011-12-15 00:00:00.0","2017-02-28 00:00:00.0","616","116.673469","35.20552","0.0","2022-06-01 05:57:56.0000","维修"
"鲁HP7022","济宁出租","邹城市","1138689236","2001-12-05 00:00:00.0","2002-02-25 00:00:00.0","538","116.006604","35.19493","36.7","2022-06-01 12:57:33.0000","停运"
"鲁HM6377","济宁联运","任城区","8284963245","2002-04-10 00:00:00.0","2005-12-05 00:00:00.0","45","116.485036","35.130081","0.0","2022-06-01 20:33:52.0000","维修"
"鲁HV5229","鲁南出租","泗水县","4342822771","2017-07-11 00:00:00.0","2021-06-09 00:00:00.0","32","116.363543","35.497072","28.7","2022-06-01 09:01:34.0000","载客"
"鲁HS8504","济宁顺达","梁山县","5853704652","2020-01-26 00:00:00.0","2020-11-06 00:00:00.0","24","116.365415","35.154686","0.0","2022-06-01 11:38:40.0000","空车"
"鲁HD7095","济宁联运","泗水县","6797584377","2010-04-14 00:00:00.0","1900-01-01 00:00:00.0","564","116.810185","35.090027","0.0","2022-06-01 13:16:11.0000","停运"
"鲁HE7954","济宁出租","鱼台县","5477909738","2019-07-12 00:00:00.0","1900-01-01 00:00:00.0","50","116.660479","35.597737","0.0","2022-06-01 12:25:15.0000","停运"
"鲁HM1385","济宁出租","曲阜市","1138689236","2005-05-21 00:00:00.0","2009-04-17 00:00:00.0","835","116.259773","35.597644","28.1","2022-06-01 06:36:20.0000","载客"
"鲁HY5984","济宁公交","邹城市","3065399903","2009-06-19 00:00:00.0","1900-01-01 00:00:00.0","615","116.660945","35.515213","0.0","2022-06-01 19:58:02.0000","载客"
"鲁HQ2639","济宁公交","泗水县","3234551646","2014-01-24 00:00:00.0","2020-12-07 00:00:00.0","245","116.322144","35.007729","0.0","2022-06-01 09:16:43.0000","空车"
"鲁HG5957","济宁联运","泗水县","2499330757","2004-11-27 00:00:00.0","2006-10-14 00:00:00.0","512","116.749491","35.49378","57.3","2022-06-01 11:24:41.0000","空车"
"鲁HQ8777","济宁新运","梁山县","9461454365","2012-12-11 00:00:00.0","1900-01-01 00:00:00.0","257","116.484636","35.563516","32.1","2022-06-01 03:19:27.0000","载客"
"鲁HU3501","济宁顺达","梁山县","9252596399","2019-11-16 00:00:00.0","2019-10-05 00:00:00.0","498","116.614118","35.245993","3.2","2022-06-01 06:26:10.0000","停运"
"鲁HQ7723","济宁华运","微山县","5380489633","2014-05-10 00:00:00.0","2016-09-16 00:00:00.0","531","116.697171","35.503473","0.0","2022-06-01 19:45:55.0000","空车"
"鲁HU6340","鲁南出租","泗水县","5680186581","2014-09-03 00:00:00.0","2020-08-06 00:00:00.0","479","116.768376","35.510793","0.0","2022-06-01 08:40:42.0000","空车"
"鲁HC1317","济宁顺达","金乡县","5188886682","2006-02-04 00:00:00.0","1900-01-01 00:00:00.0","289","116.952795","35.306346","1.0","2022-06-01 09:26:10.0000","停运"
"鲁HF9286","济宁通达","嘉祥县","3899993483","2000-09-23 00:00:00.0","2014-12-27 00:00:00.0","831","116.482169","35.184755","8.8","2022-06-01 18:41:17.0000","载客"
"鲁HS4408","济宁出租","任城区","8632483322","2005-02-11 00:00:00.0","2012-04-21 00:00:00.0","549","116.431672","35.381445","72.1","2022-06-01 14:42:12.0000","空车"
"鲁HG8594","济宁华运","泗水县","4717437728","2018-01-17 00:00:00.0","2018-09-25 00:00:00.0","573","116.523445","35.260642","23.0","2022-06-01 03:52:34.0000","空车"
"鲁HA3661","济宁宏运","兖州区","5022742256","2006-07-23 00:00:00.0","2018-02-20 00:00:00.0","818","116.442598","35.280355","0.0","2022-06-01 14:12:09.0000","载客"
"鲁HN6560","济宁公交","梁山县","3234551646","2020-09-25 00:00:00.0","2020-11-21 00:00:00.0","728","116.044846","35.264179","71.6","2022-06-01 19:20:55.0000","停运"
"鲁HT4370","济宁公交","汶上县","7893291484","2008-08-09 00:00:00.0","1900-01-01 00:00:00.0","219","116.360121","35.326073","0.0","2022-06-01 07:40:44.0000","空车"
"鲁HY4577","济宁新运","金乡县","1134154539","2001-11-25 00:00:00.0","1900-01-01 00:00:00.0","206","116.323812","35.348386","0.0","2022-06-01 17:38:31.0000","空车"
"鲁HQ8777","济宁公交","曲阜市","7323829238","2000-12-11 00:00:00.0","1900-01-01 00:00:00.0","742","116.796386","35.573644","18.6","2022-06-01 18:04:32.0000","停运"
"鲁HG1227","济宁交运","任城区","7883345553","2020-12-11 00:00:00.0","2021-07-11 00:00:00.0","786","116.653691","35.377407","24.3","2022-06-01 22:40:00.0000","空车"
"鲁HS2281","济宁通达","鱼台县","5983489925","2012-06-21 00:00:00.0","1900-01-01 00:00:00.0","88","116.949401","35.438895","6.5","2022-06-01 16:06:23.0000","空车"
"鲁HL1065","济宁新运","梁山县","9945973557","2007-12-12 00:00:00.0","2007-01-02 00:00:00.0","514","116.913885","35.573423","0.0","2022-06-01 14:45:15.0000","空车"
"鲁HM1245","鲁南出租","兖州区","8314020182","2012-03-19 00:00:00.0","1900-01-01 00:00:00.0","773","116.778235","35.474442","2.6","2022-06-01 00:58:04.0000","空车"
"鲁HE9597","济宁顺达","微山县","2568211007","2006-09-22 00:00:00.0","2021-06-18 00:00:00.0","790","116.172687","35.324313","57.3","2022-06-01 09:24:47.0000","空车"
"鲁HK7083","济宁新运","嘉祥县","2368291128","2015-06-05 00:00:00.0","2018-12-26 00:00:00.0","768","116.68001","35.138315","39.8","2022-06-01 07:54:40.0000","载客"
"鲁HQ8710","济宁交运","梁山县","1440287124","2007-06-04 00:00:00.0","1900-01-01 00:00:00.0","604","116.661193","35.170076","52.9","2022-06-01 05:13:36.0000","交接班"
"鲁HM6395","济宁华运","任城区","4973010848","2019-09-27 00:00:00.0","2019-01-26 00:00:00.0","821","116.247878","35.372908","0.0","2022-06-01 06:27:14.0000","载客"
"鲁HV5229","鲁南出租","梁山县","8073106050","2000-04-01 00:00:00.0","2012-08-07 00:00:00.0","652","116.529314","35.262207","0.0","2022-06-01 15:40:16.0000","空车"
"鲁HC5967","鲁南出租","曲阜市","2825260080","2009-08-11 00:00:00.0","2019-01-15 00:00:00.0","12","116.660013","35.190757","0.0","2022-06-01 10:14:42.0000","维修"
"鲁HR4169","济宁公交","金乡县","8851490511","2004-12-17 00:00:00.0","2018-02-18 00:00:00.0","110","116.271914","35.092388","0.0","2022-06-01 14:41:44.0000","停运"
"鲁HL9984","济宁联运","邹城市","6067188053","2003-08-02 00:00:00.0","2012-08-14 00:00:00.0","238","116.198379","35.186805","45.6","2022-06-01 09:39:27.0000","空车"
"鲁HH9237","济宁宏运","微山县","8851490511","2006-11-21 00:00:00.0","2013-09-17 00:00:00.0","335","116.03077","35.51728","72.0","2022-06-01 13:28:20.0000","载客"
"鲁HP1892","济宁华运","金乡县","1900465004","2014-05-07 00:00:00.0","2018-10-08 00:00:00.0","808","116.478547","35.150748","0.0","2022-06-01 22:41:02.0000","载客"
"鲁HD2474","济宁出租","任城区","6017534662","2011-03-23 00:00:00.0","1900-01-01 00:00:00.0","304","116.220723","35.366478","19.0","2022-06-01 00:18:44.0000","载客"
"鲁HV5229","济宁出租","嘉祥县","2581358829","2007-02-17 00:00:00.0","2013-11-01 00:00:00.0","761","116.650854","35.067621","0.0","2022-06-01 07:28:20.0000","载客"
"鲁HX2271","济宁通达","嘉祥县","8636540302","2014-10-20 00:00:00.0","2016-12-28 00:00:00.0","550","116.392239","35.579955","0.0","2022-06-01 14:55:17.0000","载客"
"鲁HA1437","济宁顺达","任城区","9468900494","2018-04-23 00:00:00.0","1900-01-01 00:00:00.0","836","116.359906","35.409469","0.0","2022-06-01 14:59:40.0000","空车"
"鲁HE3309","鲁南出租","曲阜市","8284963245","2010-11-02 00:00:00.0","1900-01-01 00:00:00.0","558","116.730122","35.266764","34.3","2022-06-01 02:49:06.0000","空车"
"鲁HP9022","济宁出租","邹城市","4298066151","2010-08-21 00:00:00.0","2021-01-25 00:00:00.0","474","116.961473","35.437984","5.2","2022-06-01 19:18:29.0000","空车"
"鲁HQ2433","鲁南出租","金乡县","6440357285","2007-01-15 00:00:00.0","2017-02-24 00:00:00.0","743","116.876554","35.354881","0.0","2022-06-01 20:54:13.0000","空车"
"鲁HA9347","济宁新运","梁山县","4704023098","2005-07-05 00:00:00.0","2016-02-06 00:00:00.0","455","116.583901","35.465799","15.9","2022-06-01 04:39:31.0000","空车"
"鲁HD2474","济宁顺达","任城区","5369796670","2012-08-26 00:00:00.0","2019-06-08 00:00:00.0","476","116.646905","35.365196","21.5","2022-06-01 15:06:52.0000","停运"
"鲁HU5269","济宁顺达","兖州区","4638584909","2011-08-12 00:00:00.0","1900-01-01 00:00:00.0","373","116.266606","35.440576","2.8","2022-06-01 04:35:53.0000","载客"
"鲁HD7095","济宁宏运","嘉祥县","1661241790","2010-06-15 00:00:00.0","2018-07-22 00:00:00.0","111","116.824066","35.418955","0.0","2022-06-01 07:41:16.0000","载客"
"鲁HE6570","济宁宏运","金乡县","9091459217","2002-10-21 00:00:00.0","2008-04-19 00:00:00.0","314","116.92374","35.313697","50.3","2022-06-01 14:00:01.0000","空车"
"鲁HM1245","济宁联运","梁山县","2368291128","2019-04-10 00:00:00.0","2020-03-10 00:00:00.0","617","116.873703","35.400878","0.0","2022-06-01 09:26:00.0000","载客"
"鲁HL6293","济宁联运","兖州区","4090741475","2020-05-26 00:00:00.0","2022-04-11 00:00:00.0","48","116.614755","35.395365","0.0","2022-06-01 21:50:03.0000","载客"
"鲁HR6457","济宁联运","邹城市","2010511281","2003-07-01 00:00:00.0","2021-09-01 00:00:00.0","318","116.266705","35.361965","28.8","2022-06-01 22:38:52.0000","载客"
"鲁HD2474","济宁新运","兖州区","3118358664","2005-04-24 00:00:00.0","2010-09-24 00:00:00.0","354","116.419145","35.114862","1.2","2022-06-01 10:16:44.0000","空车"
"鲁HD5343","鲁南出租","嘉祥县","7100720973","2012-01-10 00:00:00.0","1900-01-01 00:00:00.0","82","116.83982","35.308982","0.0","2022-06-01 08:14:22.0000","载客"
"鲁HK8108","济宁宏运","汶上县","1628822660","2008-08-06 00:00:00.0","2016-05-21 00:00:00.0","505","116.474666","35.055694","0.0","2022-06-01 17:04:12.0000","空车"
"鲁HQ9930","济宁新运","兖州区","2010511281","2017-09-28 00:00:00.0","2020-10-02 00:00:00.0","67","116.600784","35.398712","76.8","2022-06-01 13:17:33.0000","载客"
"鲁HK7083","济宁顺达","嘉祥县","3608753150","2005-02-28 00:00:00.0","2019-04-27 00:00:00.0","507","116.687159","35.127122","0.0","2022-06-01 06:45:53.0000","载客"
"鲁HM4548","济宁宏运","梁山县","4259242866","2015-01-15 00:00:00.0","1900-01-01 00:00:00.0","901","116.771758","35.107959","27.2","2022-06-01 07:07:06.0000","维修"
"鲁HM7960","济宁交运","微山县","2540478304","2019-02-10 00:00:00.0","2019-03-01 00:00:00.0","534","116.890983","35.525793","0.0","2022-06-01 23:29:20.0000","空车"
"鲁HU8201","济宁宏运","梁山县","5566011962","2013-06-24 00:00:00.0","2016-11-09 00:00:00.0","906","116.674506","35.576364","0.0","2022-06-01 08:33:21.0000","空车"
"鲁HC6109","济宁宏运","兖州区","4971889633","2012-09-18 00:00:00.0","2019-11-09 00:00:00.0","645","116.792791","35.097221","0.0","2022-06-01 07:51:19.0000","停运"
"鲁HN6871","济宁公交","邹城市","5853704652","2007-09-02 00:00:00.0","1900-01-01 00:00:00.0","513","116.945204","35.24203","0.0","2022-06-01 19:25:06.0000","停运"
"鲁HV1948","济宁新运","兖州区","1476518264","2008-05-03 00:00:00.0","2011-06-14 00:00:00.0","889","116.471423","35.348218","22.9","2022-06-01 03:56:57.0000","载客"
"鲁HB8841","济宁宏运","微山县","7076207733","2002-11-14 00:00:00.0","2006-01-15 00:00:00.0","868","116.909376","35.573522","0.0","2022-06-01 11:01:18.0000","载客"
"鲁HR7169","鲁南出租","金乡县","4908523880","2009-12-03 00:00:00.0","2021-02-20 00:00:00.0","727","116.329256","35.210428","10.9","2022-06-01 18:56:57.0000","空车"
"鲁HR2752","济宁宏运","嘉祥县","5892924048","2000-03-15 00:00:00.0","1900-01-01 00:00:00.0","870","116.842424","35.583481","74.0","2022-06-01 13:43:28.0000","载客"
"鲁HE6570","济宁联运","邹城市","1303261145","2003-02-28 00:00:00.0","2012-01-26 00:00:00.0","785","116.357206","35.368448","3.8","2022-06-01 08:44:27.0000","载客"
"鲁HH8169","鲁南出租","金乡县","5317477087","2003-01-01 00:00:00.0","2004-06-25 00:00:00.0","902","116.736574","35.333133","0.0","2022-06-01 13:33:24.0000","载客"
"鲁HH9237","济宁通达","嘉祥县","3361127552","2009-03-07 00:00:00.0","2019-04-18 00:00:00.0","846","116.940389","35.578015","24.2","2022-06-01 08:33:04.0000","空车"
"鲁HX8821","济宁通达","嘉祥县","9461454365","2005-05-18 00:00:00.0","2006-12-16 00:00:00.0","880","116.102125","35.383694","0.0","2022-06-01 02:22:00.0000","载客"
"鲁HB1632","济宁通达","嘉祥县","8851490511","2012-10-11 00:00:00.0","2019-08-09 00:00:00.0","724","116.980118","35.362701","0.0","2022-06-01 19:54:54.0000","载客"
"鲁HP7022","济宁宏运","曲阜市","5478620413","2008-05-08 00:00:00.0","2020-06-16 00:00:00.0","227","116.870247","35.488196","9.9","2022-06-01 20:17:45.0000","停运"
"鲁HS2367","济宁联运","金乡县","4151486027","2010-02-06 00:00:00.0","1900-01-01 00:00:00.0","841","116.888979","35.171319","0.6","2022-06-01 06:13:57.0000","停运"
"鲁HW4943","济宁出租","汶上县","7532096609","2018-03-02 00:00:00.0","2021-12-17 00:00:00.0","29","116.800232","35.32808","39.5","2022-06-01 12:10:10.0000","空车"
"鲁HW9779","济宁出租","汶上县","6148486655","2017-07-21 00:00:00.0","2019-10-08 00:00:00.0","28","116.544688","35.425652","16.9","2022-06-01 13:32:07.0000","停运"
"鲁HK7502","济宁公交","曲阜市","8135253365","2005-01-06 00:00:00.0","2014-01-24 00:00:00.0","483","116.872326","35.23319","2.5","2022-06-01 22:29:05.0000","停运"
"鲁HX1559","济宁公交","梁山县","1387781232","2000-05-26 00:00:00.0","2002-05-12 00:00:00.0","983","116.189824","35.012911","23.8","2022-06-01 21:57:23.0000","载客"
"鲁HE7954","济宁出租","鱼台县","6797584377","2002-07-09 00:00:00.0","2020-06-05 00:00:00.0","673","116.9455","35.137404","0.0","2022-06-01 20:26:16.0000","载客"
"鲁HT7842","济宁出租","兖州区","8824557656","2011-12-02 00:00:00.0","2011-07-24 00:00:00.0","104","116.412861","35.231185","0.0","2022-06-01 16:41:59.0000","停运"
"鲁HW8108","济宁华运","邹城市","4506778790","2001-01-28 00:00:00.0","2001-08-27 00:00:00.0","218","116.386798","35.140879","0.0","2022-06-01 16:54:27.0000","载客"
"鲁HF2554","济宁出租","鱼台县","1782568106","2014-09-10 00:00:00.0","1900-01-01 00:00:00.0","29","116.53382","35.172885","27.8","2022-06-01 07:45:05.0000","空车"
"鲁HJ4419","济宁华运","任城区","2825260080","2010-07-08 00:00:00.0","1900-01-01 00:00:00.0","51","116.99596","35.471246","68.7","2022-06-01 09:05:46.0000","空车"
"鲁HF2554","济宁宏运","嘉祥县","5566311541","2001-07-27 00:00:00.0","2008-06-11 00:00:00.0","375","116.161092","35.444524","13.9","2022-06-01 03:13:44.0000","空车"
"鲁HH7349","济宁通达","汶上县","2610157537","2002-11-22 00:00:00.0","2016-11-18 00:00:00.0","727","116.772444","35.162556","55.5","2022-06-01 16:21:44.0000","载客"
"鲁HD7057","济宁新运","兖州区","1816135076","2010-02-11 00:00:00.0","2011-05-27 00:00:00.0","380","116.813121","35.417956","0.0","2022-06-01 12:41:07.0000","载客"
"鲁HQ1866","济宁顺达","任城区","4061518608","2002-12-16 00:00:00.0","2013-07-24 00:00:00.0","398","116.683527","35.108481","11.4","2022-06-01 16:05:31.0000","停运"
"鲁HV9559","鲁南出租","嘉祥县","4506778790","2000-11-22 00:00:00.0","2000-09-14 00:00:00.0","271","116.255813","35.051744","75.1","2022-06-01 19:18:01.0000","空车"
"鲁HY5791","鲁南出租","嘉祥县","3895186489","2002-05-06 00:00:00.0","1900-01-01 00:00:00.0","772","116.491608","35.010038","37.3","2022-06-01 17:43:54.0000","停运"
"鲁HN7367","济宁顺达","嘉祥县","3899993483","2012-02-15 00:00:00.0","2019-10-17 00:00:00.0","994","116.19825","35.280337","0.0","2022-06-01 13:21:45.0000","空车"
"鲁HX7065","济宁宏运","嘉祥县","9930631892","2019-07-12 00:00:00.0","2022-09-08 00:00:00.0","435","116.550695","35.400857","0.0","2022-06-01 07:29:56.0000","交接班"
"鲁HQ1866","济宁顺达","嘉祥县","1476518264","2012-12-13 00:00:00.0","2016-05-02 00:00:00.0","848","116.904076","35.544327","0.0","2022-06-01 17:59:18.0000","空车"
"鲁HU8385","济宁新运","微山县","6389544319","2013-09-04 00:00:00.0","2020-06-15 00:00:00.0","646","116.559226","35.138314","42.5","2022-06-01 18:19:24.0000","维修"
"鲁HH8320","济宁通达","泗水县","9881025655","2002-03-03 00:00:00.0","2021-04-16 00:00:00.0","55","116.049546","35.101185","0.0","2022-06-01 17:12:14.0000","载客"
"鲁HK7502","济宁顺达","兖州区","1520090879","2019-10-01 00:00:00.0","2020-07-13 00:00:00.0","89","116.827779","35.587074","0.0","2022-06-01 21:43:58.0000","空车"
"鲁HG5957","济宁通达","金乡县","5024212719","2000-10-14 00:00:00.0","2002-01-15 00:00:00.0","914","116.57045","35.259478","32.3","2022-06-01 15:49:20.0000","空车"
"鲁HU5404","济宁宏运","梁山县","9633110067","2006-02-21 00:00:00.0","2007-04-13 00:00:00.0","58","116.450534","35.162737","0.0","2022-06-01 20:42:10.0000","维修"
"鲁HR6562","济宁宏运","微山县","6110236022","2000-09-23 00:00:00.0","2000-03-09 00:00:00.0","916","116.525453","35.549933","22.1","2022-06-01 15:37:49.0000","停运"
"鲁HB6983","济宁顺达","兖州区","6711401753","2006-03-19 00:00:00.0","1900-01-01 00:00:00.0","200","116.807239","35.599597","49.8","2022-06-01 22:42:05.0000","空车"
"鲁HM6426","济宁公交","邹城市","9753168526","2011-07-09 00:00:00.0","2011-06-15 00:00:00.0","255","116.613944","35.327829","24.1","2022-06-01 09:22:21.0000","载客"
"鲁HS7315","济宁顺达","任城区","2454381707","2015-06-05 00:00:00.0","2021-09-04 00:00:00.0","350","116.676716","35.473153","17.0","2022-06-01 12:35:06.0000","载客"
"鲁HR6562","济宁交运","梁山县","3349036295","2014-12-12 00:00:00.0","2022-05-21 00:00:00.0","611","116.442703","35.55325","0.0","2022-06-01 12:26:12.0000","空车"
"鲁HK2695","济宁华运","泗水县","3884439937","2010-09-22 00:00:00.0","1900-01-01 00:00:00.0","538","116.891921","35.349257","0.0","2022-06-01 16:49:33.0000","空车"
"鲁HV8009","济宁联运","邹城市","3136720457","2010-06-16 00:00:00.0","1900-01-01 00:00:00.0","150","116.129622","35.293233","75.4","2022-06-01 10:39:36.0000","停运"
"鲁HM6395","济宁联运","兖州区","8763894476","2015-01-01 00:00:00.0","2019-02-28 00:00:00.0","788","116.662356","35.408631","0.0","2022-06-01 04:27:46.0000","停运"
"鲁HR6911","济宁出租","曲阜市","2274331677","2019-10-20 00:00:00.0","2020-09-20 00:00:00.0","633","116.744877","35.342364","0.0","2022-06-01 12:17:20.0000","载客"
"鲁HX1704","济宁联运","任城区","9218435294","2009-07-17 00:00:00.0","2015-10-17 00:00:00.0","546","116.587124","35.423579","27.4","2022-06-01 14:00:42.0000","空车"
"鲁HV1948","济宁交运","泗水县","4717437728","2016-02-13 00:00:00.0","1900-01-01 00:00:00.0","494","116.133138","35.152476","0.0","2022-06-01 08:15:04.0000","载客"
"鲁HD9655","济宁新运","曲阜市","4598869344","2013-03-20 00:00:00.0","2017-03-06 00:00:00.0","246","116.155","35.435511","0.0","2022-06-01 18:43:34.0000","空车"
"鲁HL8546","济宁公交","邹城市","7147390353","2020-12-24 00:00:00.0","2021-10-05 00:00:00.0","431","116.393836","35.337233","73.6","2022-06-01 07:02:24.0000","空车"
"鲁HE9597","济宁顺达","汶上县","5902927475","2020-05-16 00:00:00.0","2021-07-01 00:00:00.0","255","116.026901","35.574218","0.0","2022-06-01 17:44:58.0000","维修"
"鲁HM6395","鲁南出租","兖州区","8851490511","2011-02-19 00:00:00.0","1900-01-01 00:00:00.0","436","116.051825","35.58694","0.0","2022-06-01 17:36:00.0000","空车"
"鲁HM1245","济宁出租","金乡县","4982027904","2000-10-21 00:00:00.0","2015-02-01 00:00:00.0","755","116.338615","35.420045","18.2","2022-06-01 18:52:01.0000","载客"
"鲁HW4943","济宁新运","微山县","6535167389","2019-02-22 00:00:00.0","2022-10-11 00:00:00.0","375","116.08715","35.1705","0.0","2022-06-01 18:20:19.0000","停运"
"鲁HH5332","济宁通达","曲阜市","2815577513","2005-08-26 00:00:00.0","1900-01-01 00:00:00.0","572","116.149134","35.008085","0.0","2022-06-01 08:08:15.0000","停运"
"鲁HK7083","济宁宏运","金乡县","8997877067","2008-07-19 00:00:00.0","2011-06-15 00:00:00.0","782","116.697264","35.162781","0.0","2022-06-01 05:42:22.0000","载客"
"鲁HP9022","济宁联运","兖州区","2274331677","2014-03-03 00:00:00.0","2017-07-16 00:00:00.0","24","116.206364","35.285959","0.0","2022-06-01 06:27:08.0000","载客"
"鲁HY5791","济宁联运","嘉祥县","3608753150","2013-04-08 00:00:00.0","1900-01-01 00:00:00.0","26","116.290886","35.161559","14.5","2022-06-01 06:41:33.0000","空车"
"鲁HC3545","济宁联运","兖州区","4610484708","2002-07-04 00:00:00.0","2020-04-16 00:00:00.0","214","116.506475","35.471957","0.0","2022-06-01 18:00:50.0000","载客"
"鲁HA1437","济宁华运","兖州区","6110236022","2012-10-02 00:00:00.0","1900-01-01 00:00:00.0","850","116.007527","35.064619","0.0","2022-06-01 22:40:29.0000","空车"
"鲁HQ6336","济宁华运","汶上县","3007431411","2004-05-12 00:00:00.0","2005-10-24 00:00:00.0","787","116.871634","35.343387","0.0","2022-06-01 21:05:15.0000","载客"
"鲁HT2480","济宁宏运","任城区","3007431411","2011-04-20 00:00:00.0","2016-03-28 00:00:00.0","87","116.183608","35.122381","0.0","2022-06-01 08:30:18.0000","载客"
"鲁HH1763","济宁联运","兖州区","3814260897","2010-12-21 00:00:00.0","1900-01-01 00:00:00.0","614","116.516441","35.288656","0.0","2022-06-01 06:35:22.0000","载客"
"鲁HP3738","济宁联运","鱼台县","2581358829","2005-12-15 00:00:00.0","2009-09-05 00:00:00.0","770","116.820904","35.484048","0.0","2022-06-01 15:24:07.0000","空车"
"鲁HM3621","济宁顺达","泗水县","3858616062","2012-01-01 00:00:00.0","2012-12-17 00:00:00.0","490","116.221195","35.358669","1.8","2022-06-01 13:30:30.0000","空车"
"鲁HJ9258","济宁公交","兖州区","7759496151","2001-09-06 00:00:00.0","2017-03-12 00:00:00.0","401","116.110576","35.339969","0.0","2022-06-01 10:12:00.0000","交接班"
"鲁HY1735","济宁联运","鱼台县","8590710199","2014-09-01 00:00:00.0","2015-05-05 00:00:00.0","124","116.179848","35.509646","0.0","2022-06-01 17:22:05.0000","空车"
"鲁HA5275","济宁通达","金乡县","5680186581","2011-10-20 00:00:00.0","2022-05-28 00:00:00.0","142","116.149607","35.454953","0.0","2022-06-01 19:27:23.0000","维修"
"鲁HV5235","济宁出租","嘉祥县","7939094784","2012-12-10 00:00:00.0","2020-02-08 00:00:00.0","296","116.499307","35.466825","68.2","2022-06-01 18:53:52.0000","空车"
"鲁HR6226","济宁新运","泗水县","8240850789","2001-04-27 00:00:00.0","1900-01-01 00:00:00.0","786","116.894763","35.199949","12.4","2022-06-01 07:17:36.0000","载客"
"鲁HH6823","济宁公交","嘉祥县","2825260080","2016-03-10 00:00:00.0","1900-01-01 00:00:00.0","142","116.382339","35.405474","0.0","2022-06-01 14:36:27.0000","载客"
"鲁HJ5334","济宁出租","曲阜市","8037130547","2008-12-09 00:00:00.0","2013-07-08 00:00:00.0","918","116.016826","35.024392","44.0","2022-06-01 14:37:42.0000","空车"
"鲁HM3621","济宁新运","梁山县","6148486655","2014-01-01 00:00:00.0","2017-07-22 00:00:00.0","65","116.890267","35.41515","67.7","2022-06-01 21:21:02.0000","空车"
"鲁HH8169","鲁南出租","金乡县","8113382608","2007-12-20 00:00:00.0","2022-04-02 00:00:00.0","967","116.816259","35.042615","73.9","2022-06-01 07:39:48.0000","空车"
"鲁HS4216","济宁公交","曲阜市","4610484708","2003-06-05 00:00:00.0","2005-08-11 00:00:00.0","78","116.153443","35.237414","0.0","2022-06-01 12:36:10.0000","载客"
"鲁HE5307","济宁通达","梁山县","9468900494","2004-01-17 00:00:00.0","1900-01-01 00:00:00.0","754","116.898531","35.320663","0.0","2022-06-01 08:08:18.0000","停运"
"鲁HB8412","济宁宏运","梁山县","6535167389","2017-02-03 00:00:00.0","2019-04-26 00:00:00.0","57","116.034295","35.248099","0.0","2022-06-01 11:55:21.0000","空车"
"鲁HH8169","济宁华运","梁山县","6836572418","2000-05-02 00:00:00.0","2011-08-13 00:00:00.0","344","116.141216","35.411326","0.0","2022-06-01 09:10:04.0000","空车"
"鲁HW9821","济宁顺达","微山县","6797584377","2001-03-16 00:00:00.0","2016-04-28 00:00:00.0","196","116.580987","35.230448","4.4","2022-06-01 18:09:15.0000","空车"
"鲁HZ1112","济宁交运","微山县","1520090879","2001-01-05 00:00:00.0","2006-04-23 00:00:00.0","607","116.769695","35.481329","7.2","2022-06-01 11:55:18.0000","停运"
